symbol,WK0,WK2,WK4,WK8,WK79,Sex
Adora1,431.7,188.72,223.36,298.98,337.83,F
Ppfia4,93.56,52.25,64,103.96,132.45,F
Tmem183a,707.91,462.61,937.8,834.89,919.34,F
Cyb5r1,707.56,709.46,1024.53,1093.39,1084.17,F
Adipor1,1126.75,926.15,1268.25,1161.29,1232.84,F
Klhl12,598.24,198.47,211.89,180.22,266.33,F
Rabif,1110.72,1573.05,1614.29,1657.31,1496.81,F
Kdm5b,2011.53,1051.86,591.15,506.36,435.12,F
Ppp1r12b,206.1,208.41,163.94,140.84,177.19,F
Gm37949,66.59,36.18,25.76,12.34,26.76,F
Ube2t,157.59,125.54,52.02,21.59,16.28,F
Ptpn7,15.26,22.01,14.73,22.21,74.76,F
Arl8a,239.07,280.5,450.71,379.83,344.95,F
Elf3,1548.48,2224.14,1898.05,2915.18,2343.77,F
Rnpep,483.97,296.33,336.37,275.07,398.98,F
Timm17a,3021.31,4828.57,7512.19,7255.66,4476.94,F
Lmod1,94.66,129.31,120.16,135.38,133.82,F
Shisa4,412.54,366.89,285.45,252.05,240.64,F
Ipo9,2915.5,1621.51,1041.31,1044.31,1307.05,F
Nav1,1337.77,745.62,357.84,282.97,389.33,F
Csrp1,4417.19,2418.48,958.18,973.62,2529.37,F
Phlda3,115.92,57.83,39.38,49.67,75.63,F
Tnni1,174.76,10.07,2.8,4.24,2.82,F
Lad1,766.36,645.84,1221.55,1527.58,2644.85,F
Tmem9,6404.49,6284.99,4799.28,4775.16,3845.73,F
Inava,148.49,51.66,41.57,32.21,90.86,F
Camsap2,325.83,428.82,395.58,381.68,344.17,F
Ddx59,87.08,100.09,104.06,82.74,111.61,F
Kif14,153.9,89.46,16.04,3.27,4.15,F
Zfp281,456.68,338.89,334.96,318.39,281.59,F
Gm4258,101.91,34.72,16.58,10.94,9.44,F
Gm37298,53.68,28.06,12.28,4.4,5.89,F
Mir181a-1hg,65.44,29.07,9.62,5.21,7.57,F
Gm37632,67.7,35.68,13.68,5.73,3.56,F
Ptprc,265.85,252.97,219.6,262.18,670.64,F
Atp6v1g3,674.28,3570.76,4524.94,4574.47,2614.6,F
Nek7,1588.4,1820.31,2327.44,2313.1,1794.5,F
2310009B15Rik,133.71,76.67,78.38,87.68,94.14,F
Dennd1b,276.13,309.52,361.31,348.07,314.3,F
Gm37423,62.25,32.38,34.77,17.37,22.95,F
Zbtb41,280.45,585.48,651.84,501.79,428.31,F
Aspm,308.47,239.01,69.16,11.08,14.13,F
F13b,68.1,3120.35,3864.75,4364.09,2628.02,F
Cfh,6573.43,7973.25,4323.11,4044.37,3667.02,F
Kcnt2,96.67,86.4,39.51,28.48,43.32,F
Gm5835,122.21,56.49,57.12,56.93,34.17,F
Cdc73,349.16,378.31,455.23,412.2,298.12,F
Glrx2,506.76,480.03,591.94,566.54,685.67,F
Ro60,1073.36,1207.92,1313.68,1485.16,1418.1,F
Uchl5,817.61,874.5,1021.26,1038.57,824.99,F
Rgs2,417.41,437.44,482.45,610.58,465.92,F
Pla2g4a,1512.54,1609.01,450.86,509.97,348.34,F
Ptgs2,60.92,31.81,21.17,37.03,22.34,F
Odr4,1008.62,1203.05,1903.2,2079.5,1628.75,F
Tpr,2958.03,2004.56,1980.28,1883.51,1946.66,F
Hmcn1,1068.02,392.39,34.7,11.52,13.43,F
Gm10138,21.49,59.18,86.69,91.21,79.88,F
Ivns1abp,11298.92,9884.78,11652.36,10456.98,10982.96,F
Swt1,633.77,609.4,728.42,744.68,595.09,F
Trmt1l,183.27,302.01,338.6,299.37,399.76,F
Rnf2,2464.31,1301.45,754.39,900.63,654.28,F
Niban1,1349.21,930.32,491.42,635.3,847.22,F
2810414N06Rik,23.59,91.06,159.13,200.98,158.6,F
Edem3,193.29,420.4,553.34,397.03,319.26,F
1700025G04Rik,309.71,215.58,115.21,96.92,79.81,F
Tsen15,181.33,214.53,169.78,188.86,221.65,F
Colgalt2,55.89,132.69,150.43,138.6,133.53,F
Rgl1,924.19,981.67,1538.74,1567.97,1894.8,F
Arpc5,3127.03,2985.72,2770.04,2462.68,2381.12,F
Ncf2,111.92,116.38,73.59,74.22,91.04,F
Smg7,2207.83,2805.73,3930.22,3892.43,2807.09,F
Gm28791,102.8,43.49,40.58,19.62,36.85,F
Lamc2,1573.21,471.96,226.02,237.29,283.87,F
Lamc1,3644.74,2177.02,841.19,480.91,471.74,F
Dhx9,773.02,454.65,378.22,338.78,393.95,F
Npl,1131.71,3029.5,2089.21,2183.39,2989.95,F
Gm6652,27.18,79.48,177.39,243.12,183.57,F
Rgs16,48.29,21.14,6,5.83,20.62,F
Rnasel,364.75,407.79,194.45,189.84,210.74,F
Glul,3089.67,5319.37,10332.08,16210.54,11720.91,F
Ier5,77.57,90.58,77.85,43.67,58.61,F
Mr1,351.3,532.56,320.27,338.46,342.76,F
Stx6,487.52,427.49,344.07,300.7,308.23,F
BC034090,114.04,170.33,300.63,318.53,558.18,F
Xpr1,682.24,766.88,1151.88,1033.53,1104,F
Acbd6,184.72,131.95,168.13,157.39,216.45,F
Qsox1,1814.89,1781.24,1092.54,1086.56,914.44,F
Cep350,274.1,414.9,435.23,413.25,440.47,F
Tor1aip1,754.41,527.22,577.55,614.25,789.86,F
9430034N14Rik,172.58,30.9,23.39,20.21,39.63,F
Tor1aip2,3239.3,2973.18,2892.66,2988.19,2790.96,F
Fam163a,40.72,37.82,189.65,133.98,252.31,F
Nphs2,911.81,931.2,1008.4,622.26,1326.72,F
Gm2000,255.48,177.36,179.25,198.1,129.79,F
Soat1,2681.57,1215.34,916.83,1029.69,957.83,F
Abl2,563.93,382.9,397.37,381.48,467.5,F
Tor3a,260.27,206.99,266.84,279.35,451.21,F
Fam20b,881.4,1210.8,1536.58,1772.82,1819.86,F
Ralgps2,652.23,488.5,361.22,351.57,369.15,F
Rasal2,120.55,186.14,187.87,183.72,197.38,F
2810025M15Rik,1053.74,880.45,688.74,565.35,488.74,F
Cryzl2,2424.59,6956.54,13294.99,17051.15,14239.74,F
Sec16b,77.06,72.65,52.81,53.49,97.24,F
Pappa2,301.93,42.95,7.44,4.18,11.87,F
Cop1,275.64,223.49,261.31,189.84,133.76,F
4930523C07Rik,466.6,552.31,472.67,539.53,519.45,F
Tnn,36.47,65.59,139.98,407.38,345.04,F
Mrps14,3209.61,4422.58,6265,6440.96,4198.87,F
Cacybp,2144.62,1682.12,1664.32,2079.68,1336.05,F
Rabgap1l,357.73,579.89,806.55,768.11,814.68,F
Rc3h1,673.37,755.85,733.85,790.08,530.41,F
Serpinc1,47.25,14.8,28.21,36.42,49.52,F
Zbtb37,117.79,118.36,101.43,76.21,110.97,F
Gas5,7371.18,4237.43,3660.83,4252.75,2934.99,F
Dars2,551.14,620.1,722.61,747.02,737.47,F
Cenpl,408.64,487.19,308.9,242.33,177.24,F
Klhl20,325.1,451.82,363.5,384.24,389.39,F
Ankrd45,235.76,105.56,108.5,101.84,112.74,F
Prdx6,7901.4,9805.57,14949.93,17552.15,12854.64,F
Suco,614.87,462.26,506.2,432.42,438.32,F
Pigc,385.7,712.83,695.79,601.68,511.56,F
Dnm3,587.13,441.02,432.45,408.85,481.02,F
Dnm3os,2800.94,168.86,82.19,33.35,81.42,F
Eef1aknmt,445.54,247.49,191.83,224.67,336.31,F
Vamp4,808.02,921.53,1060.23,1229.01,891.58,F
Prrc2c,3392.11,1829.6,1383.37,1199.73,1405.48,F
Fmo4,50.83,158.78,665.94,755.26,953.55,F
Fmo1,3576.89,15225.13,29460.65,37718.35,22006.52,F
Fmo2,1340.09,4558.67,8370,8589.87,7766.19,F
Prrx1,123.12,233.81,72.32,73.86,82.24,F
Gorab,553.89,450.66,316.63,311.09,280.14,F
Kifap3,874.37,775.26,690.91,676.07,720.27,F
Scyl3,190.81,188.98,202.15,168.26,203.6,F
BC055324,152.7,108.6,28.97,19.1,25.33,F
Mettl18,143.92,272.21,259.99,278.47,184.16,F
Sell,32.13,28.93,24.19,22.98,94.84,F
F5,22.25,25.61,101.25,201.05,335.81,F
Slc19a2,182.98,137.39,228.22,204.4,246.06,F
Ccdc181,349.03,732.06,1191.19,1164.63,863.14,F
Blzf1,819.64,1075.61,1260.3,1230.45,852.3,F
Nme7,551.19,584.86,586.8,568.35,503.81,F
Atp1b1,2604.23,4675.17,10774.09,9452.12,7211.62,F
Gm32391,52.53,63.77,163.22,133.42,90.35,F
Dpt,33.97,491.99,262.6,302.69,242.95,F
Sft2d2,1598.24,1885.5,1847.05,2306.71,2417.84,F
Tiprl,2301.71,2620.48,2551.2,2857.77,2063.56,F
Gm38190,74.12,26.7,23.76,16.72,26.44,F
Dcaf6,415.61,356.21,378.35,310.72,219.74,F
Mpc2,2942.6,4900.68,8630.86,7870.27,8034.13,F
Mpzl1,2190.22,1155.15,513.44,360.82,532.59,F
Rcsd1,1009.66,625.62,301.49,262.49,394.4,F
Creg1,484.43,713.82,956.67,1061.33,1920.65,F
Pou2f1,654.47,412.73,341.52,309.41,316.46,F
Ildr2,390.57,986.69,1114.32,1094.98,1046.3,F
Tada1,448.3,505.34,378.97,421.11,347.32,F
Pogk,826.75,533.09,412.33,372.6,472.82,F
Uck2,548.65,281.22,240.75,192.25,174.56,F
Tmco1,2473.98,4581.32,6703.51,7945.18,4481.73,F
Aldh9a1,2249.8,4271.41,11341.72,13211.5,11460.66,F
Mgst3,2232.23,7261.21,13465.65,12894.57,9672.89,F
Lrrc52,0.23,38.41,84.09,155.03,206.25,F
Rxrg,13.48,40.53,19.72,68.79,93.64,F
Pbx1,6221.12,2888.91,1889.7,1543.79,1521.23,F
Nuf2,459.14,454.99,115.09,22.01,18.87,F
Rgs5,3327.92,4801.56,1651.51,1617.66,1458,F
Rgs4,171.81,294.76,147.95,106.03,110.91,F
Hsd17b7,647.72,651.01,879.24,801.7,771.26,F
3110045C21Rik,35.92,146.94,479.56,463.17,233.4,F
Ddr2,943.14,663.93,365.51,416.3,615.35,F
Uap1,344.17,547.42,996.26,1152.81,975.55,F
Uhmk1,385.31,678.99,1215.57,1369.98,1316.71,F
Gm7694,209.41,256.97,250.64,221.07,195.04,F
Nos1ap,93.02,67.78,76.25,34.83,46.01,F
Olfml2b,507.86,209.47,73.04,53.49,84.36,F
Atf6,761.62,839.86,840.56,966.89,1292.29,F
Dusp12,109.53,152.25,203.06,199.98,176.7,F
Fcrla,2.38,15.36,5.51,13.23,60.31,F
Fcgr2b,117.94,322.55,804.09,942.75,950.26,F
Fcgr4,35.16,21.14,50.22,79.05,100.85,F
Fcgr3,168.89,184.13,161.63,196.68,205.92,F
Cfap126,104.1,131.49,223.97,274.31,221.23,F
Sdhc,6434.89,11350.42,16647.86,17667.9,14693.26,F
Pcp4l1,103.11,313.64,213.79,212.12,281.73,F
Tomm40l,314.62,478.88,489.13,562.87,466.58,F
Apoa2,242.87,340.5,377.64,436.25,248.72,F
Fcer1g,328.56,375.18,365.88,516.45,705.55,F
Ndufs2,5552.54,7129.8,10274.25,10667.19,12540.04,F
Adamts4,209.34,189.29,35.01,18.35,88.15,F
B4galt3,1565.25,1107.69,787.24,915.76,1037.56,F
Ppox,1779,1690.62,1507.95,1370.35,1337.37,F
Usp21,483.45,386.51,306.49,320.13,515.76,F
Ufc1,2173.7,2682.55,3514.83,3541.32,2592.45,F
Gm20045,52.28,88.39,82.28,42.65,62.48,F
Dedd,104.06,94.67,111.98,108.71,117.99,F
Nit1,1107.18,1457.49,3595.08,4060.65,3382.73,F
Pfdn2,1191.8,935.3,1322.46,1509.2,1619.49,F
Klhdc9,89.86,148.48,156.63,127.17,241.63,F
Nectin4,153.35,188.63,85.96,89.31,110.7,F
Arhgap30,21.9,30.17,28.46,33.33,89.94,F
Usf1,785.39,733.26,547.19,600.59,628.05,F
Tstd1,52.83,136.42,519.93,839.39,879.94,F
F11r,6377.01,7325.86,6561.4,7281.59,6562.64,F
B930036N10Rik,73.56,4.31,0.8,2.04,0.58,F
Ly9,14.8,16.9,15.71,17.38,68.75,F
Slamf7,1.63,15.61,42.06,92.21,192.36,F
Cd48,39.47,66.53,85.08,108.83,192.1,F
Cd84,40.37,30.59,18.1,20.73,74.38,F
Slamf6,1.61,6.43,6.39,6.48,40.92,F
Vangl2,463.37,217.95,61.02,48,60.28,F
Ncstn,7736.94,7782.44,4769.46,5090.18,5501.63,F
Copa,7996.92,6212.31,5570.28,6222.24,8272,F
Pex19,5281.84,7640.76,7211.98,7115.15,5197.14,F
Dcaf8,2787.84,3755.76,3001.63,3501.94,4772.62,F
Pea15a,2235.27,4004.55,2273.89,2514.12,2472.48,F
Igsf8,165.07,68.84,58.46,53.18,154.14,F
Atp1a2,128.4,399.59,128.44,652.78,365.54,F
Kcnj10,256.8,746.27,839.48,859.18,754.98,F
Pigm,394.9,333.18,293.92,209.82,198.37,F
Slamf9,34.9,141.57,279.1,314.69,348.66,F
Igsf9,370.28,111.71,56.48,48.96,94.97,F
Tagln2,4725.99,6552.16,5616.86,5178.38,5525.31,F
Slamf8,1,11.59,26.07,48.6,97.68,F
Dusp23,400.46,540.94,583,518.42,553.97,F
Apcs,153.98,19.07,4.65,3.14,0.96,F
Ifi209,13.02,16.65,29.76,39.76,72.43,F
Ifi207,63.78,37.32,43.09,82.5,160.9,F
Ifi204,63.46,40.62,105.13,110.32,104.16,F
Mndal,188.47,287.21,286.51,238.58,212.31,F
Ifi203,114.1,187.5,237.24,167.42,227.1,F
Grem2,53.21,141.11,55.39,105.05,121.94,F
Fh1,5411.84,9746.45,11616.77,12599.27,10419.86,F
Kmo,17.68,1111.66,3755.75,5893.19,5337.75,F
Chml,81.61,127.12,86.53,63.61,34.6,F
Exo1,249.8,152.75,22.77,6.41,11.04,F
Cep170,360.99,319.57,147.56,132.49,122.47,F
Sdccag8,389.78,576.43,579.08,652.54,603.85,F
Akt3,106.96,113.87,58.28,69.22,95.18,F
Zbtb18,85.93,119.58,156.83,159.5,81.61,F
1700016C15Rik,79.33,114.32,395.81,547.15,638.73,F
Adss,945.09,813.94,1160.87,1015.29,952.89,F
Desi2,492.38,377.77,325.22,257.42,261.71,F
Gm37486,103.42,34.51,25.8,26.29,23.9,F
B230369F24Rik,29.1,61.48,85.19,117.7,70.11,F
Hnrnpu,4519.35,3848.12,4024.19,3361.52,2420.13,F
Efcab2,223.29,375.7,584.86,573.32,484.47,F
Kif26b,943.83,250.59,59.24,62.17,49.08,F
Smyd3,1193.38,768.47,697.81,815.4,741.58,F
Tfb2m,118.46,88.05,120.63,148.36,184.64,F
Cnst,180.73,193.57,204.65,246.24,354.94,F
Sccpdh,773.57,682.54,665.52,538.71,682.2,F
Ahctf1,594.03,393.63,371.12,371.98,365.58,F
Cdc42bpa,966.63,942.68,937.7,1025.76,958.95,F
Coq8a,1155.3,4392.8,7939.79,8637.7,8371.92,F
Gm37336,23.46,133.99,243.32,198.41,140.6,F
Psen2,441.09,342.41,352.29,349.59,572.64,F
Gm5069,44.1,71.93,97.33,104.26,100.42,F
Itpkb,333.71,381.31,340.99,325.68,324.2,F
Gm37033,84.34,72.3,68.24,33.58,74.02,F
Gm36933,62.14,57.34,43.94,24.88,43.23,F
Parp1,2431.96,1453.15,967.85,1000.03,1094.82,F
Lin9,309.34,286.91,185.64,152.76,117.07,F
Acbd3,435.75,348.28,364.78,322.47,279.59,F
H3f3a,774.72,605.39,495.09,454.72,346.12,F
Sde2,1717.24,1027.65,773.13,879.07,800.62,F
Pycr2,579.05,392.42,292.02,283.91,531.97,F
Tmem63a,380.55,554.98,448.63,431.72,561.93,F
Ephx1,435.39,1384.95,2140.02,3390.79,3037.43,F
Nvl,1505.62,1052.61,859.41,831.01,730.9,F
Cnih4,1215.9,1813.69,2108.23,2189.05,1643.49,F
Wdr26,1338.16,1242.17,1338.78,1026.75,1043.69,F
Lbr,2578.18,1357.49,1001.85,986.25,961.91,F
Enah,1017.26,786.01,838.6,763.96,629.92,F
Gm37018,97.44,15.66,9.38,6.42,7.93,F
Srp9,715.48,716.77,940.86,900.44,753.67,F
Degs1,3612.85,4041.44,5716.56,6342.73,6505.79,F
Fbxo28,164.53,228.38,206.85,204.84,202.78,F
Trp53bp2,1182.24,1395.72,2148.1,2008.79,1626.97,F
Capn2,1345.83,824.44,1014.37,1017.05,972.91,F
Susd4,570.98,289.5,149.91,161.46,198.57,F
Disp1,393.46,133.13,77.18,69.08,103.07,F
Brox,428.69,501.83,412.4,456.05,524.32,F
Aida,254.95,191.28,229.14,208.99,228.3,F
Mia3,1233.55,949.31,1033.64,1142.4,1427.97,F
Taf1a,337.38,351.09,299.46,368.74,316.25,F
Dusp10,231.81,67.53,49.8,56.51,69.27,F
Mtarc2,349.96,671.79,1521.88,1735.03,1512.69,F
C130074G19Rik,309.06,744.12,1302.94,1141.42,1111.28,F
Mark1,137.29,74.64,33.22,36.44,25.66,F
Rab3gap2,537.92,324.63,278.48,290.96,431.92,F
Iars2,386.12,530.8,771.99,714.94,632.47,F
Bpnt1,3977.64,4814.79,12048.82,12196.32,11794.54,F
Eprs,6622.32,4165.92,3999.1,3995.99,3684.6,F
Lyplal1,902.13,2050.44,5264.25,7004.88,5027.97,F
Tgfb2,530.21,393.87,215.39,200.55,146.93,F
Rrp15,672.77,368.82,291.57,292.99,327.75,F
Spata17,54.92,81.97,118.27,122.46,101.91,F
Gpatch2,267.03,296.86,298.6,228.06,318.9,F
Gm37254,102.53,48.12,65.28,49.41,46.01,F
Esrrg,1111.1,1090.83,1071.65,925.68,1109.21,F
Kctd3,440.74,274.2,230.97,155.74,163.18,F
Kcnk2,65.69,60.99,36.38,66.12,81.2,F
Cenpf,1325.27,771.98,223.59,44.97,30.13,F
Ptpn14,1125.55,875.85,416.58,513.85,511.48,F
Smyd2,87.25,44.23,36.31,30.51,47.84,F
Prox1,51.07,282.71,221.45,231.29,260.16,F
Rps6kc1,259.27,241.32,199.37,214.31,263.09,F
Angel2,1125.7,947.04,967.96,905.23,904.21,F
Vash2,241.5,67.67,8.28,4.63,9.75,F
Flvcr1,149.2,218.86,227.83,213.82,248.12,F
Tatdn3,238.82,295.94,331.75,316.39,284.35,F
Nsl1,352.47,118.42,29.19,13.36,21.33,F
Batf3,55.36,65.87,34.23,31.13,38.36,F
Atf3,282.98,42.95,21.32,30.07,69.35,F
D730003I15Rik,96.41,128.27,150.62,143,125.44,F
Nenf,119.54,207.78,214.56,237.08,265.07,F
Pacc1,630.49,1384.88,972.39,976.44,856.77,F
Ppp2r5a,494.74,551.6,660.57,771.05,800.27,F
9430037O13Rik,80.25,8.47,3.29,0.42,0.78,F
Dtl,1414.1,361.98,51.7,15.71,13.18,F
Ints7,2745.35,1532.48,907.31,757.84,711.47,F
Lpgat1,507.47,1341.61,1674.65,1627.69,1482.27,F
Nek2,328.55,207.19,70.64,23.83,36.97,F
Slc30a1,236.61,352.74,505.53,401.67,423.32,F
Traf5,154.49,155.98,146.72,162.16,226.55,F
Gstp-ps,42.66,35.37,85.27,112.5,82.69,F
Rcor3,422.93,456.46,408.78,351.48,436.42,F
Gm10516,49.24,94.01,134.7,146.07,130.12,F
Hhat,387.13,224.94,123.98,90.39,110.09,F
Sertad4,236.93,76.07,29.6,23.65,24.92,F
Syt14,57.05,70.25,127.11,138.92,135.75,F
Utp25,124.7,155.31,140.23,136.08,147.31,F
Irf6,449.27,336.63,405.86,382.45,512.07,F
A130010J15Rik,268.36,219.13,182.92,215.84,193.41,F
Lamb3,29.22,45.03,29.51,139.64,223.42,F
Hsd11b1,432.52,681.57,4555.89,4697.18,2850.2,F
G0s2,273.72,972.62,442.92,825.37,766.01,F
Camk1g,362.59,271.95,293.02,270.98,387.38,F
Plxna2,275.97,376.83,314.97,270,388.08,F
Cd34,2589.82,3002.34,1003.82,1068.47,1069.95,F
A330023F24Rik,23.2,26.61,49.66,35.92,94.9,F
9630010A21Rik,88.35,29.06,57.45,29.5,63.1,F
Cr1l,1042.55,1625.32,1688.22,1819.35,1387.06,F
Cr2,90.2,53.52,30.68,46.84,56.71,F
Fam171a1,1553.15,960.7,662.07,636.16,582.12,F
Nmt2,5836.24,3404.78,2910.98,2740.3,1983.62,F
Rpp38,173.98,296.59,270.81,287.33,184.76,F
Dclre1c,192.44,170.84,147.93,151.18,179.83,F
Hspa14,1186.24,1134.44,1068.97,883.32,759.36,F
Gm45902,148.5,76.61,35.56,26.7,33.71,F
Fam107b,3382.77,2224.94,2978.25,3065.47,2959.43,F
Frmd4a,592.07,344.29,224.07,156.72,171.81,F
Prpf18,952.37,981.14,997.06,1051.03,950.34,F
Bend7,92.98,128.87,184.58,156.74,158.64,F
Sephs1,1216.82,1020.24,884.61,753.5,718.17,F
Phyh,2417.99,6004.33,12700.04,13265.51,9220.02,F
Mcm10,452.47,177.85,96.91,77.35,66.46,F
Optn,387.83,338.17,239.58,239.01,262.91,F
Ccdc3,163.38,89.38,25.64,37.55,54.07,F
Camk1d,95.69,83.59,53.37,62.44,92.93,F
Cdc123,2179.51,3127.52,3616.51,3954.41,2442.2,F
Nudt5,1630.84,1360.79,1744.62,1755.76,1225.25,F
Sec61a2,751.07,295.96,198.85,201.54,187.57,F
Dhtkd1,396.31,456.3,1014.34,1213.04,1013.25,F
Upf2,452.7,459.24,483.78,579.07,484.92,F
Proser2,160.43,84.88,54.15,78.73,146.38,F
Echdc3,218.43,554.98,917.47,958.67,941.17,F
Usp6nl,980.68,675.72,528.18,562.54,574.93,F
Celf2,680.42,358.65,297.66,446.61,516.11,F
Gata3,2189.68,1128.48,793.14,1085.81,1637.72,F
Taf3,413.46,413.35,365.26,427.04,463.86,F
Atp5c1,19760.22,27985.67,37729.83,37836.1,28060.9,F
Kin,282.46,446.26,407.54,405.62,282.41,F
Itih2,58.16,17.11,42.28,65.96,37.14,F
Itih5,827.28,1470.15,932.94,1122.68,1300.52,F
Prkcq,156.15,313.84,241.53,221.55,229.86,F
Pfkfb3,448.52,858.32,421.13,845.33,756.96,F
Rbm17,426.36,271.37,294,270.06,232.48,F
Il15ra,89.88,364.81,544.77,669.47,585.53,F
Fbh1,1634.25,1492.42,1370.58,1417.34,1773.26,F
Ankrd16,586.06,253.14,218.92,162.7,253.38,F
Itga8,1312.02,986.96,346.47,174.9,270.39,F
Mindy3,676.82,947.13,1260.12,1222.99,1106.54,F
Pter,4291.08,6030.36,19994.96,20293.07,16445.42,F
Gm37824,10.24,34.19,135.96,154.9,122.25,F
Rsu1,2509.79,2823.78,2022.99,1770.51,1426.81,F
Gm37780,104.89,21.8,37.41,26.11,31.61,F
Cubn,1490.75,2027.61,4240.56,3967.2,5089.81,F
Trdmt1,236.66,388.51,352.16,338.82,270.76,F
Vim,7915.53,2043.07,713.15,788.31,1856.78,F
St8sia6,125.74,181.26,428.82,464.69,392.63,F
Hacd1,141.78,129.44,176.8,117.74,90.85,F
Stamos,28.16,97.13,128.08,133.82,93.62,F
Stam,662.57,595.88,592.41,635.01,612.86,F
Mrc1,237.47,259,102.06,101.73,163.69,F
Nsun6,213.4,228.5,210.77,203.36,147.72,F
Arl5b,455.32,352.89,264.08,262.9,223.07,F
Malrd1,29.16,72.56,143.97,184.26,213.03,F
Plxdc2,762.65,712.65,1366.12,1481.99,1719.95,F
Nebl,211.79,128.39,88.46,72.52,85.39,F
A930004D18Rik,114.32,99.67,61.67,70.4,61.28,F
Skida1,168.42,118.75,118.31,109.37,83.91,F
Mllt10,472.82,414.62,467.98,398.03,439.17,F
Dnajc1,276.97,326.7,417.48,350.92,355.54,F
Commd3,2499.78,3931.46,5381.89,5281.27,3931.92,F
Bmi1,247.89,244.31,283.58,271.49,237.33,F
Pip4k2a,161.68,184.69,134.68,116.46,146.55,F
Msrb2,570.45,971.75,1443.17,1797.95,1445.47,F
Otud1,52.38,58.59,86.36,110.38,72.72,F
Etl4,1736.81,1163.55,530.46,420.06,453.37,F
Arhgap21,356.88,312.44,276.19,314.45,287.19,F
Thnsl1,112.77,251.75,307.31,339.8,277.01,F
Gm13341,26.9,56.93,161.35,155.8,88.52,F
Gm13340,52.09,80.84,198.53,228.96,174.63,F
Apbb1ip,48.27,26.55,24.39,27.89,59.4,F
Pdss1,229.13,231.61,335.2,266.31,243.39,F
Abi1,1533.89,1332.45,1386.45,1275.54,998.6,F
Acbd5,1009.48,1252.77,1806.58,1874.01,1514.09,F
Mastl,261.04,224.99,85.37,44.51,45.92,F
Yme1l1,3969.54,5189.51,6261.28,6044.02,3376.97,F
Gm38309,78.47,18.34,19.91,8.02,11.12,F
Spopl,110.47,150.32,174.57,131.24,99.93,F
Hnmt,86.86,580.69,1008.71,1384.37,888.5,F
Psd4,48.42,40.17,22.33,37.94,95.32,F
Pax8,2351.9,1566.12,1746.52,1815.64,2025.16,F
Ehmt1,1668.35,1239.29,816.94,755.04,900.8,F
Arrdc1,911.86,1134.35,887.48,839.4,1220.09,F
Zmynd19,111.85,71.93,68.08,44.42,42.81,F
Dph7,572.06,496.89,375.03,392.45,419.56,F
Mrpl41,882.49,1464.59,1894.54,1969.92,1325.13,F
Pnpla7,495.61,593.99,692.29,952.89,1035.82,F
Nsmf,448.45,215.46,204.89,152.66,320.23,F
Entpd8,262.13,202.48,470.66,444.61,436.15,F
Tor4a,304.39,535.09,411.72,593.19,894.42,F
Nelfb,1227.14,760.53,773.94,675.86,1159.28,F
Tubb4b,2794.94,2301.14,1964,1787.86,2112.9,F
Slc34a3,181.62,1141.98,2912.29,2859.65,3270.96,F
Rnf208,117.41,97.22,99.76,71.81,144.93,F
Ndor1,303.23,247.88,238.05,261.45,420.6,F
Tmem203,89.95,46.06,37,34.6,62.48,F
Tprn,180.8,265.61,404.81,408.89,373.56,F
Ssna1,799.83,1461.62,1378.11,1365.09,939.98,F
Anapc2,1941.07,1196.45,853.87,862.48,1504.26,F
Man1b1,984.63,813.82,696.07,852.8,944.05,F
Dpp7,966.25,1410.89,2591.66,3326.13,3232.48,F
Uap1l1,481.31,486.59,672.89,531.32,893.37,F
Sapcd2,49.95,9.3,3,0,0.63,F
Entpd2,164.28,170.16,187.52,225.37,297.04,F
Npdc1,646.16,753.51,467.07,645.16,1266.61,F
Abca2,675.49,603.86,683.84,691.7,887.31,F
Paxx,459.4,428.03,370.1,412.89,413.7,F
Clic3,137.5,403.3,653.4,577.07,759.74,F
Ptgds,75.92,2190.7,700.48,499.97,548.74,F
C8g,157.95,260.01,464.08,675.79,504.19,F
Fbxw5,2747.9,3325.93,3564.57,3961.67,4295.5,F
Traf2,491.23,1245.82,1088.86,1293.97,1086.94,F
Edf1,1820.17,1801.23,2626.05,2880.41,3879.35,F
Phpt1,301.14,312.01,246.64,220.99,190.59,F
Rabl6,548.16,412.62,500.48,502,569.1,F
Tmem141,286.12,403.81,552.13,537.07,441.47,F
Bmyc,155.53,58.67,30.51,29.44,62.64,F
Kcnt1,4.1,13.42,83.63,73.75,134.85,F
Camsap1,273.23,249.12,171.51,193.1,182.12,F
Ubac1,334.24,634.9,837.08,838.74,833.89,F
Nacc2,381.92,805.24,951.86,959.64,1463.98,F
Tmem250-ps,8161.45,16269.75,19815.3,21104.06,18048.38,F
Qsox2,80.46,113.6,142.43,120.26,132.67,F
Gpsm1,204.08,116.46,44.26,42.63,70.95,F
Dnlz,356.35,171.18,210.67,197.91,404.93,F
Snapc4,481.52,299.52,222.61,191.06,310.85,F
Entr1,278.04,235.36,400.43,339.53,356.4,F
Pmpca,3283.12,2938.56,3358.82,3374.57,3351.99,F
Inpp5e,424.27,292.28,264.86,223.46,361.65,F
Sec16a,1256.18,943.3,910.63,843.66,1085.48,F
Notch1,1017.54,426.26,205.92,204.32,336.06,F
Egfl7,3300.62,2175.34,1180.94,1019.48,1563.28,F
Agpat2,322.08,522.66,240.03,1181.02,908.21,F
Surf6,471.34,410.9,323.16,370.64,433.07,F
