symbol,WK0,WK2,WK4,WK8,WK79,Sex
Arhgap28,-75.0000000000001,-4.43000000000001,-38.86,-41.2,-47.77,M-F
Epb41l3,21.42,-18.62,-200.79,-450.56,-512.27,M-F
Zbtb14,-9.01000000000002,-2.53999999999999,5.59999999999999,-28.4,-1.64999999999998,M-F
Dlgap1,15.26,3.63,-0.81,-5.06,-3.26,M-F
Tgif1,41.96,185.58,74.41,146.65,-33.15,M-F
Myl12b,84.97,20.09,-36.93,-14.72,-13.88,M-F
Myl12a,559.21,72.25,-162.57,-323.98,-340.79,M-F
Myom1,17.54,1.06,-11.87,-16.69,-12.47,M-F
Lpin2,416.4,-64.47,111.76,-251.59,159.37,M-F
Smchd1,156.1,32.31,-54.15,-38.07,1.77999999999997,M-F
Gm4707,94.43,5.83,0.530000000000001,13.74,3.98999999999999,M-F
Ndc80,157.68,-33.73,22.73,-2.23,0.0700000000000003,M-F
Trmt61b,-4,-16.43,15.16,6.06999999999999,2.34999999999999,M-F
Wdr43,93.4199999999998,-44.27,-16.11,144.53,55.66,M-F
Clip4,21.92,12.14,61.71,301.62,427.17,M-F
Ypel5,670.82,-151.59,21.3599999999997,-746.32,-60.7999999999997,M-F
Lbh,-207.07,102.12,25.23,-78.22,-112.71,M-F
Lclat1,285.9,-80.8499999999999,-157.5,223.8,393.89,M-F
Capn13,0.559999999999999,-10.3,-8.93,-42.76,-23.36,M-F
Galnt14,15,11.51,215.1,417.21,253.32,M-F
D630014O11Rik,10.27,-9.86999999999999,6.83000000000001,-8.46,27.58,M-F
Ehd3,-93.97,-346.67,-28.5700000000002,-152.24,-619.59,M-F
Xdh,26.55,4.26999999999998,-83.3100000000001,-290.59,-222.05,M-F
Srd5a2,1.67,1.26,21.2,49.77,87.79,M-F
Gm49883,53.03,-0.549999999999997,-4.28,-0.41,9.87,M-F
Memo1,1.09000000000003,-2.35000000000002,130.26,256.59,209.09,M-F
Dpy30,248.22,-193.59,-27.5099999999998,-16.1799999999998,54.9299999999998,M-F
Spast,52.36,6.28000000000003,13.92,30.7,17.11,M-F
Slc30a6,72.64,-66.6600000000001,47.5999999999999,109.34,87.78,M-F
Nlrc4,16.55,9.79,18.09,225.57,130.61,M-F
Yipf4,332.1,120.28,-453.67,171.77,33.1,M-F
Birc6,1329.31,591.47,-616.2,-199.22,745.45,M-F
Ttc27,90.7500000000001,2.07999999999998,-11.5,65.37,23.75,M-F
Ltbp1,177.04,-138.52,-92.84,-153.95,-128,M-F
Gm6276,34.45,2.08,-0.43,-1.02,1.58,M-F
Rasgrp3,118.75,-31.83,-50.41,-89.81,-33.91,M-F
Fam98a,-44.02,-59.97,-9.27999999999997,124.24,59.2099999999999,M-F
Crim1,25.0999999999999,119.59,-176.49,-248.88,-224.11,M-F
Fez2,-184.33,34.39,-22.54,16.17,-132.78,M-F
Strn,271.49,35.83,-113.31,-39.85,66.62,M-F
Heatr5b,83.27,26.94,-6.31999999999999,5.00999999999999,82.85,M-F
Gpatch11,103.43,-24.08,-52.3200000000001,-83.0200000000001,-55.24,M-F
Gm6548,7.58,11.21,-1.33,-2.52,-0.620000000000005,M-F
Eif2ak2,202.09,-10.65,-57.92,-94.4,19.27,M-F
Cebpzos,79,-14.13,6.31000000000006,-38.42,-9.77999999999997,M-F
Cebpz,227.52,97.3699999999999,-92.48,-15.02,-19.9100000000001,M-F
Ndufaf7,114.18,-148.04,-66.9200000000001,-60.5900000000001,-54.46,M-F
Prkd3,187.5,19.76,71.3,596.09,1066.74,M-F
Qpct,16.23,-48.7,-14.84,-94.43,-89.63,M-F
Cdc42ep3,-57.99,15.17,-83.92,-58.49,-61.82,M-F
Rmdn2,5.75,-10.46,-13.9,19.16,2.44999999999999,M-F
Cyp1b1,50.95,110.89,-252.03,-62.74,-167.27,M-F
Atl2,155.82,4.83000000000004,-58.53,153.59,68.3099999999999,M-F
Hnrnpll,58.92,38.76,-6.44999999999999,33.28,20.81,M-F
Galm,195.34,-760.11,-703.08,-1244.16,-387.52,M-F
Srsf7,912.16,-8.21000000000004,-15.9899999999998,225.96,163.01,M-F
Gemin6,42.81,-13.95,33.57,49.9,49.28,M-F
Dhx57,-39.24,20.05,-1.25999999999999,-3.98,-27.26,M-F
Morn2,14.55,-62.09,103.23,45.8699999999999,19.3099999999999,M-F
Sos1,108.23,82.83,-55.42,-4.81999999999999,128.34,M-F
Map4k3,174.05,36.3100000000001,-144.05,-4.14999999999998,13.52,M-F
Tmem178,3.02000000000001,18.15,101.49,173.32,140.18,M-F
Thumpd2,-26.26,9.67999999999999,-0.25,17.37,-1.09,M-F
Slc8a1,257.69,339.63,-89.27,-737.33,-384.75,M-F
Pkdcc,-115.47,-3.49000000000001,0.460000000000001,-3.39,-12.28,M-F
Eml4,128.34,46.02,-30.23,-16.95,-21.46,M-F
Cox7a2l,258.11,-277.27,-55.46,-164.9,-223.21,M-F
Mta3,60.6800000000001,-131.02,-163.82,-174.63,35.6,M-F
Haao,-31.75,153.8,1919.63,5606.64,3549.37,M-F
Gm19696,8.63999999999999,-43.11,173.81,266.89,257.85,M-F
Zfp36l2,19.01,28.48,5.09,-7.34999999999999,-1.22999999999999,M-F
Thada,124.67,33.67,-32.98,8.21000000000001,32.36,M-F
Plekhh2,129.14,5.37,-22.58,-39.58,-14.5,M-F
Dync2li1,67.4300000000001,-115.87,-114.76,-348.75,-106.31,M-F
Abcg5,-1.35000000000001,-24.35,-7.1,-2.19,-1.63,M-F
Lrpprc,85.92,201.48,24.3800000000001,234.42,174.36,M-F
Ppm1b,29.89,23.41,2.81,60.97,34.75,M-F
Slc3a1,-8.34999999999991,-766.88,-816.690000000001,308.890000000001,-784.630000000001,M-F
Prepl,241.08,-60.08,-316.15,20.51,14.1600000000001,M-F
Camkmt,-37.93,-3.31,-6,21.44,1.43000000000001,M-F
Six2,-7.91999999999999,0.28,0,0,0.15,M-F
CJ186046Rik,-6.35999999999999,0.15,0,0,0,M-F
Srbd1,95.62,-0.270000000000039,12.62,13.71,-29.5,M-F
Prkce,-16.57,30.79,3.06999999999999,4.89999999999998,15.42,M-F
Epas1,-659.79,-21.3699999999999,-164.13,-49.8299999999999,-487.53,M-F
Rhoq,108.66,36.72,-21.32,-5.81999999999999,169.2,M-F
Gm50012,14.4,6.77,3.63,9.33,7.56,M-F
Pigf,36.83,-31.52,-2.5,-33.4499999999999,-6.69999999999999,M-F
Cript,354.43,-10.1900000000001,-152.65,120.55,214.99,M-F
Socs5,9.81,-2.79999999999995,-34.88,-79.98,-45.51,M-F
Mcfd2,152.75,-262.2,319.94,-108.06,314.1,M-F
Ttc7,-38.72,30.81,41.51,16.01,-5.86000000000001,M-F
Calm2,1118.52,-373.85,-579.529999999999,-1375.98,-986.16,M-F
Epcam,181.84,-75.0999999999999,-322.42,-479.44,-337.69,M-F
Msh2,71.9100000000001,-19.8100000000001,-17.35,-83.0600000000001,-117.15,M-F
Msh6,-108.06,38.92,1.86000000000001,12.58,23.84,M-F
Fbxo11,327.47,62.0600000000001,-118.52,-74.71,15.87,M-F
Foxn2,196.13,59.04,-76.9,8.91000000000003,21.03,M-F
Ppp1r21,44.3200000000001,-33.4300000000001,191.21,537.82,527.7,M-F
Ston1,12.83,-11.84,-42.3,-49.09,-14.59,M-F
Nrxn1,58.12,6.22,-9.06,-5.88,-7.16,M-F
Mettl4,202.83,-26.8,-73.95,-34.72,12.1,M-F
2700099C18Rik,83.59,-5.52999999999999,16.25,-1.22,0.140000000000001,M-F
Gm1976,22.04,3.72,-3.23,-10.01,0.180000000000007,M-F
Kdm5d,333.32,238.91,200.88,192.09,222.3,M-F
Eif2s3y,1219.93,1257.76,1511.03,1593.93,1066.42,M-F
Uty,1152.09,557.16,495.98,653.77,681.96,M-F
Ddx3y,3927.08,2139.62,1676.48,2063.11,1659.38,M-F
Gm47283,36.23,19.11,-25.3,25.83,-17.33,M-F
Crem,74.91,67.59,29.67,291.37,75.75,M-F
Cul2,-63.7,3.58000000000004,-69.74,277.6,122.81,M-F
Bambi,-5.59999999999999,20.83,-6.56,-15.6,-24.19,M-F
Map3k8,8.25,11.26,3.83,1.52,-8.73,M-F
Mtpap,255.17,-14.55,-76.3,19.67,33.76,M-F
Jcad,132.37,58.57,-49.77,-26.78,-60.77,M-F
Svil,85.66,117.54,-138.78,-183.05,-85.75,M-F
Zfp438,6.11,-16.92,-10.89,-26,-17.43,M-F
Zeb1,133.23,9.99000000000001,-2.82999999999998,-96.57,-65.77,M-F
Arhgap12,157.51,-21.6899999999999,-115.12,-111.01,23.65,M-F
Kif5b,-28.6700000000001,211.07,-98.4200000000001,228.43,214.63,M-F
Epc1,9.63999999999999,46.9,-12.93,-29.04,1.59000000000003,M-F
Rab18,497.81,-5.6299999999992,138.31,1759.07,1328.84,M-F
Mpp7,28.95,-69.9499999999999,-35.26,-89.89,48.34,M-F
Wac,100.23,75.2,-92.3199999999999,-1.27999999999997,38.5600000000001,M-F
Fzd8,-5.21,18.42,-9.48,4.14,1.53,M-F
Ccny,26.22,36.06,22.91,25.4,41.76,M-F
Colec12,-355.51,69.0600000000001,-64.28,-58.19,-79.69,M-F
Thoc1,437.23,5.6400000000001,-113.59,56.4500000000002,73.41,M-F
Usp14,501.18,-11.2,-141.21,329.12,332.15,M-F
Rock1,710.75,172.33,-281.64,7.08999999999969,107.07,M-F
Greb1l,6.29999999999998,33.16,-7.25,-1.98,26.26,M-F
Esco1,148.94,-26.8000000000001,-54.2700000000001,-12.38,116.76,M-F
Snrpd1,127.63,8.55000000000007,60.8499999999999,134.34,23.43,M-F
Abhd3,9.08000000000001,-72.37,-9.57999999999993,3084.96,1227.11,M-F
Mib1,1002.45,206.52,-87.24,-49,135.19,M-F
Gata6,33.13,21.29,-3.26,-17.24,-3.98,M-F
Rbbp8,118.76,-8.94000000000005,-13.35,51.27,-18.99,M-F
Cables1,-12.03,14.73,-19.26,-15.96,-37.7,M-F
Tmem241,119.09,-73.3,-59.82,-110.45,-44,M-F
Riok3,323.05,120.9,-131.75,771,69.3499999999999,M-F
Rmc1,-32.51,-73.96,39.96,-73.1,-33.2099999999999,M-F
Npc1,-37.55,14.72,-13.08,50.79,39.11,M-F
Ankrd29,29.67,56.44,224.7,321.12,293.91,M-F
Lama3,18.13,22.04,69.83,140.18,239.84,M-F
Ttc39c,2.81,1.07,104.71,156.8,112.54,M-F
Osbpl1a,-13.8199999999999,-31.3399999999999,-317.87,-31.8200000000002,-238.48,M-F
Impact,795.68,8.02999999999997,-28.95,190.33,474.25,M-F
Zfp521,190.59,41.21,-16.92,-25.8,-31.52,M-F
Gm50094,65.24,20.44,0.16,-3.63,1.48,M-F
Ss18,332.06,-277.49,-133.24,-47.5999999999999,-54.0400000000002,M-F
Kctd1,17.69,-9.15000000000003,-48.23,-37.35,-144.58,M-F
Aqp4,105.11,-687.31,-141.52,-1996.86,-251.87,M-F
Chst9,8.75,-35.25,-52.7,-27.69,-12.58,M-F
Cdh2,-56.3,-8.53999999999999,-3.71,12.82,62.5,M-F
Dsc2,30.05,-7.69999999999999,-14.12,-18.06,-16.34,M-F
Dsg2,52.97,52.21,-92.69,-125.41,-147.87,M-F
Ttr,501.36,1638.39,-640.51,3520.5,1226.81,M-F
Gm10269,34.12,2.26,-10.71,-5.48,-2.35,M-F
B4galt6,88.57,23.4,-110.99,-89.77,-64.62,M-F
Trappc8,69.26,65.6900000000001,-36.3,84.03,32.47,M-F
Rnf125,-18.85,0.75,-20.44,-26.7,-18.55,M-F
Rnf138,36.1800000000001,-8.97000000000003,-36.1,29.67,43.82,M-F
Mep1b,467.98,-510.18,1906.18,2394.79,1594.65,M-F
Garem1,-11.58,34.23,-29.47,13.45,59.86,M-F
Klhl14,21.5,-23.73,-49.92,-109.39,-48,M-F
Asxl3,12.75,27.94,13.7,29.91,37.74,M-F
Dtna,70.99,-11.72,-38.72,-73.43,-42.26,M-F
Mapre2,4.71000000000004,-126.49,267.01,142.6,222.49,M-F
Zfp397,-33.09,57.14,-76.66,-14.36,-24.96,M-F
Zfp35,20.77,-41.0699999999999,51.61,219.82,125.34,M-F
Zfp24,193.92,21.77,-328.7,264.85,143.12,M-F
Ino80c,102.57,-82.61,-60.86,15.2399999999999,-1.97000000000003,M-F
Galnt1,77.88,137,404.74,642.61,529.04,M-F
2700062C07Rik,31.89,8.85999999999996,39.04,81.6900000000001,17.28,M-F
Rprd1a,135.89,38.22,-4.65000000000001,36.5,22.44,M-F
Slc39a6,-38.8699999999999,34.96,-19.35,-22.97,-23.73,M-F
Elp2,468.7,-146.09,-78.1400000000001,-71.04,74.0799999999999,M-F
Mocos,-5.95,7.17,-44.86,103.27,12.08,M-F
Fhod3,-73.96,22.08,-77.57,-66.18,-65.8,M-F
Tpgs2,28.16,1.75999999999999,-22.13,18.72,-20.52,M-F
AW554918,89.58,6.50999999999999,-1.16999999999999,6.73999999999998,17.36,M-F
Celf4,-3.89,-1.2,-1.07,1.82,-6.49,M-F
Pik3c3,134.34,-53.2299999999999,-46.13,-80.01,65.39,M-F
Slc25a46,51.59,54.85,-4.15999999999997,101.14,12.04,M-F
Sap130,24.69,9.21000000000004,7.63,-5.26000000000002,7.56999999999999,M-F
Ammecr1l,-61.13,-42.41,0.949999999999932,108.37,-55.51,M-F
Polr2d,380.52,-73.1700000000001,33.47,102.8,30.13,M-F
Wdr33,233.61,-58.0999999999999,305.21,225.28,140.35,M-F
Sft2d3,2.48,10.71,16.23,-7.57,-9.54,M-F
Lims2,14.42,-91.3599999999999,97.6099999999997,-516.64,-281.59,M-F
Myo7b,42.91,77.75,16.9400000000001,61.0500000000001,56.6499999999999,M-F
Iws1,-39.61,49.28,-46.56,22.08,11.35,M-F
Proc,33.38,-172.4,2521.27,10746.21,7046.72,M-F
Map3k2,37.48,47.45,-41.15,24.26,104.29,M-F
Ercc3,5.65999999999997,-17.1700000000001,56.37,36.3399999999999,66.34,M-F
Bin1,-141.68,36.37,-5.5,16.76,-28.03,M-F
Gypc,-47.66,-23.38,30.57,-180.49,-76,M-F
Tslp,57.37,-0.68,1.06,-15.13,-3.18,M-F
Wdr36,90.0899999999999,40.1,41.49,143.33,-65.99,M-F
Stard4,-133.51,19.0600000000002,-88.24,-304.29,-336.69,M-F
Nrep,1659.74,-5360.73,-138.06,-436.14,-468.8,M-F
Epb41l4aos,-29.7,2.97,-9.89,-14.29,-9.48,M-F
Epb41l4a,-27.31,-2.56999999999999,-38.95,-60.13,-65.79,M-F
Apc,31.41,55.29,-2.74000000000001,-85.44,-24.46,M-F
Srp19,130.96,-27.3699999999999,128.12,368.32,202.75,M-F
Reep5,-368.82,-145.76,1071.28,2625.91,805.75,M-F
Pkd2l2,2.39,-0.109999999999999,4.67999999999999,-7.25999999999999,9.96000000000001,M-F
Fam13b,49.17,23.16,-1.95,-1.55,16.62,M-F
Nme5,15.55,0.439999999999998,-0.710000000000036,22.05,-11.98,M-F
Brd8,1490.73,-46.6099999999997,-51.79,-144.54,53.0500000000002,M-F
Kif20a,322.66,-245.24,128.38,-0.769999999999996,3.63000000000001,M-F
Cdc23,422.06,-72.0999999999999,-130.12,-101.6,-89.27,M-F
Cdc25c,10.8299999999999,-21.92,25.31,3.59,0.0200000000000005,M-F
Gm3550,91.77,4.27,0.48,0.74,-0.04,M-F
Fam53c,-331.99,-5.33000000000004,8.37,182.86,91.23,M-F
Kdm3b,96.88,41.87,-17.77,4.58999999999997,19.68,M-F
Reep2,-39.52,2.39999999999999,6.43,-4.99,-10.02,M-F
Egr1,23.01,113.83,13.1,87.17,7.67,M-F
Etf1,-111.54,8.87999999999988,38.1399999999999,-82.9199999999998,36.1899999999998,M-F
Hspa9,-1242.28,-195.02,-608.609999999999,2250.94,1968.38,M-F
Ctnna1,3017.65,61.5,-552.129999999999,-694.34,-552.68,M-F
Lrrtm2,38.48,3.95,-11.17,-3.48,4.92,M-F
Sil1,-21.5,-173.36,411.23,882.49,460.03,M-F
Snhg4,53.32,-0.0100000000000477,-43.59,-75.24,-73.85,M-F
Matr3,1318.72,35.1300000000001,-300.77,-182.31,61,M-F
Paip2,481.55,37.96,282.64,1059.36,397.45,M-F
Slc23a1,153.39,-316.81,1319.99,-845.6,-2424.94,M-F
Mzb1,0.96,-0.46,3.09,-1.77,-48.73,M-F
Prob1,-1.72000000000001,28.73,67.73,15.22,11.67,M-F
Spata24,8.09999999999999,5.33,3.73,8.79,2.76000000000001,M-F
Dnajc18,577.22,49.79,-199.38,114.65,-27.79,M-F
Ecscr,-17.47,-24.25,0.900000000000034,-111.16,-63.0599999999999,M-F
Sting1,35.26,44.28,-7.14000000000001,-50.72,-84.87,M-F
Ube2d2a,-26.6899999999999,58.49,-44.89,22.13,-0.329999999999984,M-F
Cxxc5,-725.97,-116.76,46.6500000000001,-206.56,-85.1400000000001,M-F
Pura,113.35,38.1500000000001,-220.35,-134.76,10.6000000000001,M-F
Igip,4.05,12.69,-59.16,-46.51,23.64,M-F
Cystm1,-26.3499999999995,-631.48,2860.14,6871.11,2291.91,M-F
Pfdn1,216.44,-51.5899999999992,687.98,829.18,326.86,M-F
Hbegf,-98.65,-0.590000000000032,77.83,373.25,169.16,M-F
Slc4a9,-12.27,-204.21,-31.8699999999999,-157.68,-311.47,M-F
Ankhd1,99.38,100.87,-44.4399999999999,13.0599999999999,91.1899999999999,M-F
Eif4ebp3,3.88,-0.550000000000001,15.89,88.22,1.55,M-F
Sra1,0.539999999999964,63.1100000000001,594.3,1297.98,-379.85,M-F
Apbb3,-42.32,21.16,9.69,55.96,-21.3,M-F
Slc35a4,72.96,-263.49,384.37,546.74,58.9299999999998,M-F
Cd14,28.29,227.1,-0.430000000000007,-148.79,-177.81,M-F
Tmco6,-37.37,2.63999999999999,-0.519999999999996,-4.5,-13.05,M-F
Ndufa2,45.9200000000001,-160.49,1075.68,411.789999999999,-239.63,M-F
Ik,183.55,-26.0999999999999,86.1299999999999,212.73,-44.8399999999999,M-F
Wdr55,-27.25,-7.04000000000002,229.77,514.74,300.35,M-F
Hars,172.45,-54.4399999999998,273,242.39,213.84,M-F
Hars2,15.76,-22.48,34.98,207.12,23.8200000000001,M-F
Zmat2,250.96,53.8199999999999,15.6900000000001,185.76,11.0700000000002,M-F
Pcdhb7,-6.27000000000001,14.64,-3.29,-16.84,-11.75,M-F
Pcdhb8,9.33,-2.72,-5.03,-2.69,-2.75,M-F
Pcdhb9,25.67,8.44,-0.629999999999995,-13.69,-10.45,M-F
Pcdhb11,4.05,-11.85,-4.85,-4.71,-0.199999999999999,M-F
Pcdhb14,1.42,-10.93,-1.56,-16.62,-11.89,M-F
Pcdhb16,1.40000000000001,16.73,-10.32,-2.55,-1.52,M-F
Pcdhb17,19.91,5.32999999999998,-13.66,-6.68,-6.44,M-F
Pcdhb19,28.27,-4.06999999999999,-2.95,-8.96,-3.12,M-F
Pcdhb20,16.03,0.149999999999991,-0.91,-1.47,-1.95,M-F
Pcdhb21,-9.96,10.93,-8.68,-5.05,-1.22,M-F
Pcdhb22,-10.11,2.89,0.620000000000001,2.89,5.14,M-F
Taf7,394.51,-93.85,-54.0599999999999,-21.05,3.77999999999997,M-F
Pcdhga2,3.32000000000001,16.66,1.34,-7.82,-3.36,M-F
Pcdhga3,12.12,-3.7,-4.18,-3.07,1.38,M-F
Pcdhga6,3.92,-2.22,-8.18,-10.2,-6.24,M-F
Pcdhga7,0.990000000000009,5.75,-0.900000000000006,-2.03,-7.61,M-F
Pcdhgb6,-50.77,-4.23999999999999,-5.08,-1.37,-4.44,M-F
Pcdhga12,84.75,34.9,-53.43,45.87,6.59999999999999,M-F
Pcdhgc3,42.47,-14.95,-21.09,-26.89,-11.71,M-F
Pcdhgc4,0.560000000000002,3.39999999999999,-0.330000000000002,-0.369999999999999,0.00999999999999801,M-F
Diaph1,31.5700000000001,40.0999999999999,-44.36,-139.39,-157.18,M-F
Hdac3,-190.01,-72.1800000000001,112.6,116.46,-22.78,M-F
Fchsd1,-37.18,4.79,4.15,-0.409999999999997,-42.92,M-F
Arap3,168.97,34.2099999999999,2.68000000000001,72.48,-29.16,M-F
Pcdh1,-20.61,34.7,45.27,137.09,110.91,M-F
1700086O06Rik,-8.86,21.06,6.41,18.34,5.58,M-F
Dele1,0.600000000000136,-217.47,303.24,309.21,21.75,M-F
Pcdh12,-8.04000000000002,-52.08,-68.81,-23.95,18.48,M-F
Rnf14,167.3,-237.91,90.5300000000002,553.39,378.41,M-F
Gnpda1,176.76,-227,-589.949999999999,222.130000000001,378.59,M-F
Ndfip1,359.19,91.1400000000001,4.32000000000016,611.3,364.24,M-F
Spry4,-23.8,-138.52,3.25999999999999,52.83,41.75,M-F
Arhgap26,436.58,8.58000000000004,-140.06,209.04,385.56,M-F
Fgf1,55.99,-97.23,88.96,3033.12,1665.48,M-F
Gm5820,6.76,7.57,14.93,50.26,50.6,M-F
Nr3c1,211.3,45.5999999999999,-95.6399999999999,-184.13,249.82,M-F
Yipf5,44.4200000000001,-29.8299999999999,35.48,354.11,52.6399999999999,M-F
Prelid2,161.49,11.6,-55.57,-96.57,-106.45,M-F
Lars,305.48,28.52,-113.12,-30.3,117.49,M-F
Gm4013,21.73,-10.33,15.67,82.52,40.53,M-F
Rbm27,13.85,35.72,-11.32,-7.16999999999996,-3.19999999999999,M-F
Tcerg1,-65.73,44.5,-18.38,6.71000000000001,19.83,M-F
Ppp2r2b,-40.08,-14.22,-36.65,-37.77,-78.96,M-F
Stk32a,-8.81,-17.52,2.87,31.52,-8.48,M-F
Dpysl3,-183.41,505.36,245.17,56.27,-31.02,M-F
Spink1,283.77,109.34,164.25,517.700000000001,508.599999999999,M-F
Spink12,5.24,-0.210000000000008,5.08,-4.89,1.13,M-F
Npy6r,4.61,-161.9,-8.92999999999999,-20.66,-8.6,M-F
Dcp2,-7.21999999999997,7.38999999999999,-12.85,12.6,4.10999999999999,M-F
Mcc,118.49,8.23000000000002,-42.36,-28.27,36.41,M-F
Ythdc2,31.38,9.16,-15.93,3.44,9.17999999999999,M-F
Pggt1b,376.76,59.8600000000001,-127.89,104.85,27.6899999999999,M-F
Ccdc112,11.27,-3.2,-25.4,-23.75,-3,M-F
Fem1c,-3.89000000000004,17.32,-40.01,-47.51,-9.00999999999999,M-F
Tmed7,185.66,128.01,-40.5200000000002,-61.6899999999998,-42.59,M-F
Eif1a,873.329999999999,94.9499999999998,-267.99,95.2399999999998,-110.14,M-F
Cdo1,-159.61,-82.5,632.1,-0.400000000000091,174.12,M-F
Atg12,30.1399999999999,-57.01,-99.0799999999999,423.85,27.04,M-F
Commd10,64.35,-133.2,-39.8099999999999,31.61,74.46,M-F
Hspe1-rs1,11.09,7.12,17.72,41.56,17.88,M-F
Sema6a,-238.92,45.03,11.4,4.65000000000001,31.37,M-F
Dtwd2,26.54,-5.07000000000001,-37.22,-6.09999999999999,13.96,M-F
Dmxl1,80.38,67.24,-89.5699999999999,7.75999999999999,168.97,M-F
Tnfaip8,10.16,-205,44.1200000000008,-417.790000000001,648.040000000001,M-F
C030005K06Rik,-0.0500000000000007,4.31,39.55,-40.85,63.42,M-F
Hsd17b4,303.75,-246.16,224.45,1022.54,624.440000000001,M-F
Cd63-ps,58.14,21.7099999999999,13.5699999999999,-21.6800000000001,25.16,M-F
Srfbp1,8.68000000000001,-21.96,-19.11,32.36,84.57,M-F
Lox,103.78,112.69,2.44,-20.63,-10.51,M-F
Sncaip,-18.71,36.54,-15.99,-36.46,-11.85,M-F
Snx2,558.03,-142.41,-141.28,113.3,270.26,M-F
Snx24,70.52,-6.84999999999997,-10.15,-12.18,2.28999999999996,M-F
Ppic,111.700000000001,-1037.75,263.33,-1692.82,-2226.18,M-F
Cep120,52.86,8.05000000000007,-75.91,-15.82,-4.53999999999996,M-F
Csnk1g3,34.38,61.8,72.67,153.52,91.49,M-F
Zfp608,-18.26,30.14,-14.47,-63.84,-44.78,M-F
Gramd3,-104.39,-45.73,117.66,145.57,49.1799999999999,M-F
Aldh7a1,50.5799999999999,-428.93,464.23,1797.61,1506.07,M-F
Phax,331.76,-50.9400000000001,85.1300000000001,160.53,61.97,M-F
Lmnb1,-14.12,-3.39,-3.45,-1.06,-2.68,M-F
C330018D20Rik,82.39,-6.41000000000003,-27.05,91.6,79.91,M-F
Prrc1,-581.74,14.11,-13.14,145.75,80.14,M-F
Ctxn3,5.40000000000001,-1.13,16.48,194.35,38.8,M-F
Slc12a2,336.01,21.5599999999999,22.46,76.8399999999999,243.41,M-F
Fbn2,219,60.77,-2.65,-0.1,-2.64,M-F
Slc27a6,53.3,9.09,0.2,-0.61,-0.32,M-F
Isoc1,63.9299999999999,39.2199999999999,-79.29,91.9400000000001,29.37,M-F
Adamts19,12.02,6.25,-0.2,0.21,0,M-F
Minar2,34.54,5.11999999999999,4.58,4.41,-3.83,M-F
Gm4951,17.6,16.78,-17.18,6.93000000000001,-20.17,M-F
F830016B08Rik,0.149999999999999,-1.87,5.08,4.8,4.68000000000001,M-F
Iigp1,-22.01,24.88,-21.1500000000001,-160.98,-24.02,M-F
BC023105,-0.870000000000001,0.97,-4.78,2.98,-0.899999999999999,M-F
Smim3,177.61,-5.75999999999999,-32.3,-75.6,-76.54,M-F
Dctn4,1014.91,230.03,-533.15,-151.19,-12.1599999999999,M-F
Rbm22,260.87,-76.8299999999999,-63.5599999999999,-84.98,-14.7800000000001,M-F
Synpo,-8.20000000000002,105.06,-31.88,-35.84,-137.81,M-F
Ndst1,-309.35,-15.74,42.52,-148.83,-157.15,M-F
Rps14,-1302.02,-845.09,1550.66,-2222.72,-1584.14,M-F
Cd74,-1.28000000000009,7504.68,1860.77,-4925.14,-11728.35,M-F
Tcof1,-311.24,23.89,7.01000000000002,-19,-86.14,M-F
Arsi,-30.05,-1.95999999999999,-18.07,-1.05,-6.76,M-F
Pdgfrb,57.4100000000003,100.12,-252.43,-67.6600000000001,-116.96,M-F
Csf1r,-139.75,114.3,139.27,127.35,-352.66,M-F
Hmgxb3,-24.18,13.28,40.21,36.17,26.41,M-F
Slc26a2,-73.72,-15.54,23.6,-54.95,20.75,M-F
Ppargc1b,-172.98,-12.21,82.52,-85.04,-140.43,M-F
Arhgef37,-3.91,-12.84,-21.17,-38.16,-3.47,M-F
Csnk1a1,-813.45,212.73,15.9099999999999,288.6,-121.83,M-F
Bvht,3.98999999999999,-5.97999999999999,16.55,-17.62,-18.09,M-F
Carmn,-24.69,4.16999999999999,15.72,5.26,14.37,M-F
Pcyox1l,-34.72,4.34,29.22,77.56,26,M-F
Grpel2,54.51,-58.65,202.37,365.94,330.49,M-F
1500015A07Rik,3.39000000000001,6.78999999999999,-9.46000000000001,3.69,-8.45,M-F
Afap1l1,-172.59,-60.38,195.17,516.51,279.68,M-F
Ablim3,1.51000000000001,-14.04,-4.84,-60.86,-27.56,M-F
Sh3tc2,100.19,-59.1600000000001,-36.95,6.94999999999993,107.13,M-F
Adrb2,-43.04,11.67,90.25,132.83,192.55,M-F
Fbxo38,371.81,-79.1700000000001,-74.61,-87.4100000000001,13.54,M-F
Apcdd1,12.21,-145.61,-10.82,-46.47,-12.44,M-F
Napg,172.79,-47.84,-94.5200000000001,-32.0699999999999,84.1800000000001,M-F
Piezo2,39.74,52.31,11.66,-0.580000000000005,-0.920000000000002,M-F
Txnl1,-286.16,-25.08,103.07,529.2,304.64,M-F
Wdr7,24.96,23.63,-10.19,52.54,84.32,M-F
Fech,-236.02,-115.49,14.25,991.39,760.51,M-F
Nars,894.12,-168.33,156.1,633.879999999999,228.91,M-F
Atp8b1,23.8,-15.96,-42.42,-116.14,-18.85,M-F
Nedd4l,-44.6900000000001,48.4200000000001,-120.12,-53.75,-689.74,M-F
Malt1,25.17,35.99,13.94,44.18,90.94,M-F
Zfp532,17.81,49.25,-5.88000000000001,-17.58,-5.8,M-F
